"","day","prob"
"1",1,0
"2",2,0
"3",3,0
"4",4,0
"5",5,0
"6",6,0
"7",7,0
"8",8,0
"9",9,0
"10",10,0
"11",11,0
"12",12,0
"13",13,0
"14",14,0
"15",15,0
"16",16,0
"17",17,0
"18",18,0
"19",19,0
"20",20,0
"21",21,0
"22",22,0
"23",23,0
"24",24,0
"25",25,0
"26",26,0
"27",27,0
"28",28,0
"29",29,0
"30",30,0
"31",31,0
"32",32,0
"33",33,0
"34",34,0
"35",35,0
"36",36,0
"37",37,0
"38",38,0
"39",39,0
"40",40,0
"41",41,0
"42",42,0
"43",43,0
"44",44,0
"45",45,0
"46",46,0
"47",47,0
"48",48,0
"49",49,0
"50",50,0
"51",51,0
"52",52,0
"53",53,0
"54",54,0
"55",55,0
"56",56,0
"57",57,0
"58",58,0
"59",59,0
"60",60,0
"61",61,0
"62",62,0
"63",63,0
"64",64,0
"65",65,0
"66",66,0
"67",67,0
"68",68,0
"69",69,0
"70",70,0
"71",71,0
"72",72,0
"73",73,0
"74",74,0
"75",75,0
"76",76,0
"77",77,0
"78",78,0
"79",79,0
"80",80,0
"81",81,0
"82",82,0
"83",83,0
"84",84,0
"85",85,0
"86",86,0
"87",87,0
"88",88,0
"89",89,0
"90",90,0
"91",91,0
"92",92,7.33612472879264e-05
"93",93,0.000146722494575853
"94",94,0.000220083741863779
"95",95,0.000293444989151706
"96",96,0.000366806236439632
"97",97,0.000440167483727558
"98",98,0.000513528731015485
"99",99,0.000586889978303411
"100",100,0.000660251225591337
"101",101,0.000733612472879264
"102",102,0.00080697372016719
"103",103,0.000880334967455117
"104",104,0.000953696214743043
"105",105,0.00102705746203097
"106",106,0.0011004187093189
"107",107,0.00117377995660682
"108",108,0.00124714120389475
"109",109,0.00132050245118267
"110",110,0.0013938636984706
"111",111,0.00146722494575853
"112",112,0.00154058619304645
"113",113,0.00161394744033438
"114",114,0.00168730868762231
"115",115,0.00176066993491023
"116",116,0.00183403118219816
"117",117,0.00190739242948609
"118",118,0.00198075367677401
"119",119,0.00205411492406194
"120",120,0.00212747617134986
"121",121,0.00220083741863779
"122",122,0.0022894822591107
"123",123,0.00237812709958361
"124",124,0.00246677194005652
"125",125,0.00255541678052944
"126",126,0.00264406162100235
"127",127,0.00273270646147526
"128",128,0.00282135130194817
"129",129,0.00290999614242108
"130",130,0.00299864098289399
"131",131,0.0030872858233669
"132",132,0.00317593066383981
"133",133,0.00326457550431272
"134",134,0.00335322034478564
"135",135,0.00344186518525855
"136",136,0.00353051002573146
"137",137,0.00361915486620437
"138",138,0.00370779970667728
"139",139,0.00379644454715019
"140",140,0.0038850893876231
"141",141,0.00397373422809601
"142",142,0.00406237906856892
"143",143,0.00415102390904183
"144",144,0.00423966874951474
"145",145,0.00432831358998766
"146",146,0.00441695843046057
"147",147,0.00450560327093348
"148",148,0.00459424811140639
"149",149,0.0046828929518793
"150",150,0.00477153779235221
"151",151,0.00486018263282512
"152",152,0.00490175400628828
"153",153,0.00494332537975144
"154",154,0.0049848967532146
"155",155,0.00502646812667776
"156",156,0.00506803950014091
"157",157,0.00510961087360407
"158",158,0.00515118224706723
"159",159,0.00519275362053039
"160",160,0.00523432499399355
"161",161,0.0052758963674567
"162",162,0.00531746774091986
"163",163,0.00535903911438302
"164",164,0.00540061048784618
"165",165,0.00544218186130934
"166",166,0.0054837532347725
"167",167,0.00552532460823566
"168",168,0.00556689598169881
"169",169,0.00560846735516197
"170",170,0.00565003872862513
"171",171,0.00569161010208829
"172",172,0.00573318147555145
"173",173,0.0057747528490146
"174",174,0.00581632422247776
"175",175,0.00585789559594092
"176",176,0.00589946696940408
"177",177,0.00594103834286724
"178",178,0.0059826097163304
"179",179,0.00602418108979355
"180",180,0.00606575246325671
"181",181,0.00610732383671987
"182",182,0.00608776083744309
"183",183,0.00606819783816631
"184",184,0.00604863483888953
"185",185,0.00602907183961275
"186",186,0.00600950884033597
"187",187,0.00598994584105919
"188",188,0.00597038284178241
"189",189,0.00595081984250563
"190",190,0.00593125684322885
"191",191,0.00591169384395207
"192",192,0.00589213084467529
"193",193,0.00587256784539851
"194",194,0.00585300484612173
"195",195,0.00583344184684495
"196",196,0.00581387884756817
"197",197,0.00579431584829138
"198",198,0.0057747528490146
"199",199,0.00575518984973782
"200",200,0.00573562685046104
"201",201,0.00571606385118426
"202",202,0.00569650085190748
"203",203,0.0056769378526307
"204",204,0.00565737485335392
"205",205,0.00563781185407714
"206",206,0.00561824885480036
"207",207,0.00559868585552358
"208",208,0.0055791228562468
"209",209,0.00555955985697002
"210",210,0.00553999685769324
"211",211,0.00552043385841646
"212",212,0.00565798619708132
"213",213,0.00579553853574618
"214",214,0.00593309087441105
"215",215,0.00607064321307591
"216",216,0.00620819555174077
"217",217,0.00634574789040563
"218",218,0.00648330022907049
"219",219,0.00662085256773536
"220",220,0.00675840490640022
"221",221,0.00689595724506508
"222",222,0.00703350958372994
"223",223,0.0071710619223948
"224",224,0.00730861426105966
"225",225,0.00744616659972453
"226",226,0.00758371893838939
"227",227,0.00772127127705425
"228",228,0.00785882361571911
"229",229,0.00799637595438397
"230",230,0.00813392829304884
"231",231,0.0082714806317137
"232",232,0.00840903297037856
"233",233,0.00854658530904342
"234",234,0.00868413764770829
"235",235,0.00882168998637315
"236",236,0.00895924232503801
"237",237,0.00909679466370287
"238",238,0.00923434700236773
"239",239,0.00937189934103259
"240",240,0.00950945167969746
"241",241,0.00964700401836232
"242",242,0.00945137402559451
"243",243,0.00925574403282671
"244",244,0.00906011404005891
"245",245,0.0088644840472911
"246",246,0.0086688540545233
"247",247,0.0084732240617555
"248",248,0.00827759406898769
"249",249,0.00808196407621989
"250",250,0.00788633408345209
"251",251,0.00769070409068428
"252",252,0.00749507409791648
"253",253,0.00729944410514867
"254",254,0.00710381411238087
"255",255,0.00690818411961307
"256",256,0.00671255412684526
"257",257,0.00651692413407746
"258",258,0.00632129414130966
"259",259,0.00612566414854185
"260",260,0.00593003415577405
"261",261,0.00573440416300625
"262",262,0.00553877417023844
"263",263,0.00534314417747064
"264",264,0.00514751418470283
"265",265,0.00495188419193503
"266",266,0.00475625419916723
"267",267,0.00456062420639942
"268",268,0.00436499421363162
"269",269,0.00416936422086382
"270",270,0.00397373422809601
"271",271,0.00377810423532821
"272",272,0.00371880389377047
"273",273,0.00365950355221273
"274",274,0.00360020321065499
"275",275,0.00354090286909725
"276",276,0.00348160252753951
"277",277,0.00342230218598177
"278",278,0.00336300184442403
"279",279,0.00330370150286628
"280",280,0.00324440116130854
"281",281,0.0031851008197508
"282",282,0.00312580047819306
"283",283,0.00306650013663532
"284",284,0.00300719979507758
"285",285,0.00294789945351984
"286",286,0.0028885991119621
"287",287,0.00282929877040436
"288",288,0.00276999842884662
"289",289,0.00271069808728888
"290",290,0.00265139774573114
"291",291,0.0025920974041734
"292",292,0.00253279706261566
"293",293,0.00247349672105792
"294",294,0.00241419637950018
"295",295,0.00235489603794244
"296",296,0.0022955956963847
"297",297,0.00223629535482696
"298",298,0.00217699501326922
"299",299,0.00211769467171147
"300",300,0.00205839433015373
"301",301,0.00199909398859599
"302",302,0.00193245752230946
"303",303,0.00186582105602293
"304",304,0.00179918458973639
